label,area,perimeter,eccentricity,solidity,equivalent_diameter,centroid_x,centroid_y,min_intensity,max_intensity,mean_intensity
153,61.0,33.692388155425114,0.9027922865468236,0.6931818181818182,8.812923024107548,213.672131147541,307.9836065573771,0.5165961384773254,0.6104055643081665,0.5716201
154,10.0,8.207106781186548,0.6546536707079772,0.9090909090909091,3.5682482323055424,150.9,310.2,0.5929811596870422,0.6240260004997253,0.5985152
155,10.0,8.414213562373096,0.905314505073067,0.7692307692307693,3.5682482323055424,359.5,312.8,0.6284434795379639,0.6383213400840759,0.6344991
156,15.0,11.65685424949238,0.6521405955174384,0.9375,4.370193722368317,369.6,310.06666666666666,0.592428982257843,0.6384440660476685,0.62176406
157,15.0,11.65685424949238,0.7343887778710586,1.0,4.370193722368317,16.933333333333334,311.26666666666665,0.6159273386001587,0.6188109517097473,0.6175921
158,9.0,8.035533905932738,0.9220355298098003,0.9,3.385137501286538,230.22222222222223,310.44444444444446,0.5705258250236511,0.5802196264266968,0.5763748
159,3552.0,310.072113832392,0.2824865625593577,0.8710152035311427,67.24988373892774,304.7787162162162,311.2871621621622,0.09810417890548706,0.6402846574783325,0.37066367
160,41.0,25.313708498984763,0.8014925248852461,0.8541666666666666,7.225151993843567,377.4390243902439,313.609756097561,0.5072090029716492,0.6383827328681946,0.5875342
161,68.0,30.86396103067893,0.5531816719201126,0.9444444444444444,9.304852983362556,3.426470588235294,317.6470588235294,0.49260690808296204,0.6150070428848267,0.5551504
162,20.0,14.82842712474619,0.8492748983974195,0.8,5.046265044040321,20.8,318.05,0.508129358291626,0.6380146145820618,0.6031629
163,39.0,22.485281374238568,0.5836543745870119,0.8863636363636364,7.046725639945928,217.35897435897436,318.4102564102564,0.5024234652519226,0.6383213400840759,0.60147625
164,29.0,19.31370849898476,0.7169826446771415,0.90625,6.076507779746499,129.06896551724137,319.3448275862069,0.5502178072929382,0.6194858551025391,0.57646227
165,73.0,36.384776310850235,0.8232548004431305,0.8202247191011236,9.640875829802336,192.87671232876713,321.1232876712329,0.5124240517616272,0.6251303553581238,0.564872
166,18.0,13.65685424949238,0.7660431811208576,0.9473684210526315,4.787307364817192,144.61111111111111,319.6666666666667,0.5797901749610901,0.638260006904602,0.58968174
167,41.0,21.899494936611664,0.7475008039622747,0.9534883720930233,7.225151993843567,361.7560975609756,321.3170731707317,0.5493588447570801,0.6209583282470703,0.57628703
168,10.0,8.207106781186548,0.6546536707079771,0.9090909090909091,3.5682482323055424,36.8,321.9,0.6307749152183533,0.6383213400840759,0.6350267
169,38.0,23.31370849898476,0.5040535571299691,0.8444444444444444,6.955796338302048,69.36842105263158,326.57894736842104,0.5904656648635864,0.6374010443687439,0.60793847
170,32.0,19.65685424949238,0.8918825850158447,1.0,6.383076486422923,32.0,328.5,0.5521811246871948,0.6197312474250793,0.5855612
171,13.0,9.035533905932738,0.9507349008071327,0.8125,4.068428945128219,45.15384615384615,327.6923076923077,0.6140867471694946,0.6253144145011902,0.61882985
172,16.0,11.65685424949238,0.5773502691896258,1.0,4.51351666838205,156.0,328.5,0.5373949408531189,0.5426099896430969,0.5399948
173,83.0,36.692388155425114,0.8979722685835099,0.9431818181818182,10.280023453913834,203.80722891566265,330.578313253012,0.5555555820465088,0.6295478343963623,0.60227066
174,10.0,6.82842712474619,0.9128709291752768,1.0,3.5682482323055424,137.5,335.5,0.6177679896354675,0.6220013499259949,0.6198785
175,30.0,19.071067811865476,0.8272353387858874,0.9375,6.180387232371033,177.73333333333332,337.3666666666667,0.4885575771331787,0.6358059048652649,0.5920936
176,22.0,15.65685424949238,0.8110203515912453,1.0,5.292567428401227,171.8181818181818,344.0,0.5938401222229004,0.6208969950675964,0.6100988
177,18.0,13.071067811865476,0.7226591383582849,1.0,4.787307364817192,195.38888888888889,344.27777777777777,0.5845143795013428,0.6266028881072998,0.610576
178,8.0,8.242640687119286,0.8843384945005575,1.0,3.1915382432114616,3.875,346.25,0.554880678653717,0.6178293228149414,0.58638567
179,25.0,16.485281374238568,0.6589752126678904,0.8928571428571429,5.641895835477563,23.56,346.28,0.5546966195106506,0.6179520487785339,0.6001325
180,67.0,29.349242404917497,0.5949283899350976,0.9054054054054054,9.23618154310838,187.62686567164178,348.25373134328356,0.5150009393692017,0.5993005633354187,0.57286084
181,22.0,15.65685424949238,0.8394250524174952,0.8148148148148148,5.292567428401227,160.86363636363637,350.22727272727275,0.5503405332565308,0.6005889773368835,0.5679071
182,12.0,10.035533905932738,0.8836643444889839,0.9230769230769231,3.9088200952233594,3.6666666666666665,352.0,0.5932879447937012,0.6181974411010742,0.60364646
183,4031.0,397.1553749530773,0.527016539197665,0.7966403162055335,71.64097015554326,96.8709997519226,353.4420739270652,0.06577090919017792,0.6377691626548767,0.39145815
